Date,Open,High,Low,Close,Volume
2025-02-15,229.3305362328139,229.35369634783692,224.3202288043075,229.09848629545627,91537
2025-02-16,226.7291244120394,229.84470461199243,222.41848632571214,228.17720875353672,76504
2025-02-17,228.88398943159797,232.28229667392924,224.83640905797358,230.29145320597453,57614
2025-02-18,230.26024556385903,233.66566779980107,226.98403566066392,230.97868978511147,10281
2025-02-19,227.23916232267413,232.05188755644977,224.48487546962843,227.45260947438598,37420
2025-02-20,228.4116849787736,230.1434149506034,227.66584361361853,228.1007774131756,90896
2025-02-21,228.8059690692925,230.54073507877365,225.28834678698945,227.33061285234294,49030
2025-02-22,226.83442847493305,230.5219347154818,224.11332626666947,225.97676885173104,11058
2025-02-23,227.04018289944935,229.4612111338618,225.7414139806477,227.20012142941277,96213
2025-02-24,229.24310426650197,230.38514458910458,225.62600369805904,229.26212047440467,86260
2025-02-25,230.12215134799925,233.38687829330053,227.6427726726054,231.12468071263706,38404
2025-02-26,229.42773253019942,230.1505307680908,229.0225014506612,229.4462456661918,39856
2025-02-27,228.53916227556923,229.7097558470205,227.43824626582017,228.82782091448937,19200
2025-02-28,229.81306633763458,232.304905201332,226.0740539589985,229.49034777729648,74178
2025-03-01,230.61420708798886,233.53606527906393,230.23355279053735,231.4414380315412,43997
2025-03-02,231.0024360700918,235.5766655754323,226.22705498560677,230.48308955585063,35611
2025-03-03,231.64451051552558,233.45648001110874,227.63603896745312,230.111771602523,51235
2025-03-04,227.79034150605406,230.80204340590114,225.38740861942082,227.89910165451093,45057
2025-03-05,225.90840012844856,229.06972156804622,222.544649483052,225.5066884063496,11239
2025-03-06,227.82188404284912,227.8873563257908,223.00833522151225,227.131740051138,75661
2025-03-07,229.4429996363938,233.16190696836318,227.70395359688285,229.84422010827964,55272
2025-03-08,229.9242923469294,230.81447218127818,226.31011910232365,229.70019986511898,99393
2025-03-09,231.71985806168482,236.5252096490321,228.87860584092408,231.70726566090303,71212
2025-03-10,232.52821380954714,233.2715274483127,231.0953963601512,232.4305377109983,25398
2025-03-11,230.36728841793257,233.21341882042316,225.9741384861568,231.14029820178803,66503
2025-03-12,231.88759958706382,232.31434792745705,227.87595930477022,231.86308941280487,16638
2025-03-13,235.43716083698223,240.42153209621196,231.64690337244465,234.9391625457368,16570
2025-03-14,236.31865407531194,238.82962912696814,230.61460182204567,234.8675104675169,78785
2025-03-15,238.95606860523012,241.93299369183035,233.6603267743459,237.9967977791449,19110
2025-03-16,234.91049002847697,235.24587241541911,229.21549268739025,232.75730757096542,89141
2025-03-17,233.6337650168278,238.15091493171175,229.44869837500943,234.40111257971586,22115
2025-03-18,235.44752735291289,236.4970553183908,231.0878494078458,234.5752067161922,49062
2025-03-19,234.16053402099882,238.6508054682024,230.57648815645896,233.97719201526047,32911
2025-03-20,236.35051650154915,237.3762147039592,231.06765667725557,234.1607135683315,42556
2025-03-21,229.37727745377452,231.13901434244804,225.61369425598633,230.1855757391297,88131
2025-03-22,228.9065101212739,229.92898030269515,228.11348459480854,229.74623196345468,11969
2025-03-23,229.86106446103415,232.82079183202816,225.4567106650395,230.46045710647817,53753
2025-03-24,231.2923494716514,236.2404508622743,226.93313183292523,233.4162451959612,92811
2025-03-25,231.85394973773313,232.70824795655565,231.70771332256032,232.3797047594139,14470
2025-03-26,230.00358489207383,234.6403556371026,225.87450113925001,230.76271755362754,20225
2025-03-27,229.90959725293465,232.17604142667477,229.1148541290912,229.75920346645844,33196
2025-03-28,231.93176367763974,234.55371502427764,229.91441343056687,231.5900077018626,23669
2025-03-29,234.12368076039786,236.327494495089,228.52996863972393,232.24750992118197,47380
2025-03-30,232.13841335183395,234.1422286562106,230.38419003340636,231.1879895136479,58320
2025-03-31,231.6376207242122,235.0127260364157,227.5477856036169,232.2145243798746,57414
2025-04-01,231.51026480722234,233.18488070822426,227.34959391743362,232.4086794785707,25577
2025-04-02,234.837888631143,235.74752928361934,231.8086307908323,234.34596945963648,98009
2025-04-03,231.6216300648611,237.25079137694934,231.58970070627694,232.94186327188174,65409
2025-04-04,234.1179977445406,238.84857505520876,230.85134831281167,232.28653897868622,38625
2025-04-05,232.6817627931432,234.54830937454196,228.4176880805432,231.5023226724219,91040
2025-04-06,228.10611712405296,229.92901614187542,223.20018623391584,228.57529277615765,34089
2025-04-07,227.45439880119596,232.3875310464819,224.29533116611262,229.16753333028683,46487
2025-04-08,231.043516248812,233.0871871043025,228.3906259693258,229.6896438746466,75838
2025-04-09,229.58533094267892,229.82680256623325,226.41530242718088,229.69987078793153,60138
2025-04-10,230.46851283315468,231.24927581998563,226.53076962260195,229.23069652118122,52823
2025-04-11,224.80552737828603,229.97981618131737,220.90630040253032,226.3999550370804,47208
2025-04-12,224.9592893685959,228.85328410110043,224.42438617446112,225.55866439154968,64061
2025-04-13,224.87847905821434,225.01395902073176,221.068095845986,224.87323535849615,40659
2025-04-14,223.31566141381765,224.4255222234824,220.56234792667235,223.2686808200529,41890
2025-04-15,222.49604392524165,224.10148337966123,217.68108390594668,222.94610939672089,89134
2025-04-16,224.37706104269745,227.73652476069108,222.04485028015654,223.75421111034996,57055
2025-04-17,226.4589624833884,227.62513560154284,223.29585301771866,227.526582912771,29508
2025-04-18,227.7333590534134,228.39628144835757,223.07321852586333,227.8757385384347,52287
2025-04-19,228.51113495159214,232.5107153784581,227.87829067992683,228.39083931988023,88916
2025-04-20,228.75638632240663,229.6491096326783,223.55580505216562,228.24194748834788,36984
2025-04-21,225.1160199358387,228.37975047509806,220.96497644624574,224.4044050577498,18125
2025-04-22,223.2267352150135,225.542291212085,222.88754991948764,224.35137730685136,46059
2025-04-23,222.93772355599782,224.96904469053015,221.43290572126375,224.47183772673344,79569
2025-04-24,230.6759987736025,231.89185972859977,225.85746150847757,229.398321951704,27087
2025-04-25,229.34591403412136,232.95724869339966,228.67684701479791,229.01360002214176,15704
2025-04-26,228.86820817025242,233.8951770473404,225.95735586937104,229.61669470680897,70576
2025-04-27,231.098423142921,235.24952246575597,227.8178558826337,229.5472711673985,83384
2025-04-28,227.3255897264523,229.3115073745446,224.10533750332206,227.20991509215943,97128
2025-04-29,230.67485790525328,234.0152835881065,229.2668505521269,229.49556072118946,82460
2025-04-30,231.06694526797313,232.09186674505224,226.64174275580115,230.99942678656302,37208
2025-05-01,234.64223860553108,236.10797725683614,227.71404583476212,232.5814906806491,95150
2025-05-02,232.51805661350284,236.99973570610842,225.91832649463117,230.76271577105962,76024
2025-05-03,233.31934024445275,233.6333140104855,229.57108108573811,233.56830439293182,49882
2025-05-04,231.73617321830162,232.16371587257396,230.1141710666941,230.76460226734727,35923
2025-05-05,232.58369240453297,233.6231236802631,228.14700047530272,231.93831645494782,39165
2025-05-06,237.68785926410013,237.82052028346922,236.19629312427378,236.31922770656777,77203
2025-05-07,233.37323159572628,235.24533223175538,233.2626138380813,234.3381550563064,14114
2025-05-08,233.89161105709928,236.80681886194773,231.5875085013531,233.20555959710083,74965
2025-05-09,234.46328681412572,236.5704095670882,230.9616463752528,233.40486232727613,46321
2025-05-10,230.63917153262062,236.8612695744286,226.78713444358166,232.39791101904373,83297
2025-05-11,228.1133256442457,233.38380196560368,224.69684876121318,229.29658415691148,35426
2025-05-12,227.3944779287634,231.14279686501288,225.16496439687964,229.4337101065235,27772
2025-05-13,227.03969584462675,228.6062198462278,225.67156251321842,227.30910267907132,13712
2025-05-14,228.97382979613764,230.87229183697397,223.2706650395531,228.25628754034167,11367
2025-05-15,227.9197961239701,230.8712708365441,224.2865325606942,226.41743907187407,61924
2025-05-16,229.59140266232893,230.9317208664433,227.26037276026076,229.51730788190915,13726
2025-05-17,229.57941684280794,232.7001613820536,227.13268219127832,227.95080129723667,99152
2025-05-18,225.92657680661043,229.3537365257815,221.95252906286078,227.3066782648253,37723
2025-05-19,227.2303302602095,231.69394860382457,223.76191913130208,228.93371269956467,19108
2025-05-20,226.41643636780012,228.65261671237332,225.3125883038563,226.47198406669673,87714
2025-05-21,227.31096938484433,228.78329818255392,226.5149987078258,226.92690393590502,45643
2025-05-22,229.50849469637578,234.28345597928066,226.1059981860022,229.54118944446986,41324
2025-05-23,224.25878087530754,230.1442519461462,220.98622480390185,226.3262229753474,93360
2025-05-24,226.60637065289924,227.3960565712443,225.2400730179082,226.69549069241202,18927
2025-05-25,225.910786780404,231.55759616039845,221.15646896915194,227.21525628090887,32443
2025-05-26,229.44857457329354,231.88573056454112,228.02361256555898,228.7789020244635,89973
2025-05-27,226.67159884880417,231.14435998327463,224.1433265974943,226.3050006027073,73449
2025-05-28,222.7242075902114,227.66336365627532,218.0061279893734,223.66408737653876,86743
2025-05-29,224.19410359043587,226.83403803011873,222.09546700580526,224.70797050777256,70233
2025-05-30,224.24272633234997,225.4142863958395,221.05009659402955,225.30193985423892,35537
2025-05-31,225.74024645765752,227.1463123518554,223.75227446784353,225.80292555493068,87576
2025-06-01,227.4509642944259,230.15913536773022,225.1247459621813,226.49582197392465,32612
2025-06-02,224.15004648443212,228.3031636298984,219.23015824463297,225.13577253076767,16471
2025-06-03,226.1043264406075,227.3937648677735,223.55360989351445,225.60027992508967,45631
2025-06-04,225.65616725331458,226.88320524205113,221.1856712349189,226.18642487168702,41348
2025-06-05,223.96484920337195,228.9323732196308,222.81507617391654,224.7577220356343,74732
2025-06-06,228.38224069796922,233.41128196144155,227.3167171778438,228.4892710579238,11177
2025-06-07,228.401694577328,232.0653878112608,228.24602416290543,229.43693689974737,14760
2025-06-08,226.5006805999949,227.9127263345836,223.24234647311548,227.0543299053421,42779
2025-06-09,227.1695592300209,229.7289737552066,225.3269275114021,228.36743712260974,31636
2025-06-10,228.38279891507148,228.4747522978088,222.0962825329569,226.4180737821551,91889
2025-06-11,228.02750654161173,232.59900057441422,225.62619345618222,227.99224298964,63551
2025-06-12,229.60970863966222,230.8981895621055,224.7687415000886,230.3094341476548,21556
2025-06-13,228.88204942168562,231.7646317992569,227.7404419324358,228.6680695109514,37598
2025-06-14,230.4824937197492,231.96509787287604,226.13937787997114,230.59482176944002,21563
2025-06-15,231.1994140237798,234.191273635892,227.3164297598211,231.42038362331303,56819
2025-06-16,233.67867064334544,236.93577258510476,229.20989472008176,233.06450394330201,83770
2025-06-17,237.61559761865718,241.7643066371932,232.63417376802545,236.85808990860988,36966
2025-06-18,235.83681252899365,237.3994200354072,232.03169257427865,236.36731367660417,91709
2025-06-19,234.2840231072445,234.9148204911816,231.15292149908743,234.8598413478892,69889
2025-06-20,232.80576079148648,233.76524063898216,232.14953640307453,233.08081248863812,36987
2025-06-21,229.14727075397167,235.94928512794777,228.9846398565154,231.44919191870724,88714
2025-06-22,229.77979743768051,235.66443888769163,225.1755581986021,231.29498849987905,68348
2025-06-23,233.34416671695686,236.3312322278084,228.89404087690863,231.97729244951233,34596
2025-06-24,234.17564176167366,237.17822606384192,228.5479875932915,232.5306740481724,43174
2025-06-25,233.93600450668802,237.5102239189757,231.52839274912526,234.1850405462444,74106
2025-06-26,234.78760129305599,235.66445768617322,233.62450338518823,234.21104433000022,79967
2025-06-27,237.4293626388584,242.00142236848322,236.49218352330212,237.11811248431488,69182
2025-06-28,239.6676796262942,241.76153225075456,233.16097238169408,236.58879881783895,97163
2025-06-29,243.14871206245277,245.06440470370026,239.87760767652088,242.0291371510182,49310
2025-06-30,243.15255425506746,245.8750603729624,242.14993062156577,243.2804718465482,66088
2025-07-01,240.6106162931152,241.8009865675909,238.15264355940803,241.56615673371564,18906
2025-07-02,237.81792541733586,240.25578858137382,237.49688073196018,239.42437173759342,46914
2025-07-03,240.592780203947,244.28294828607886,237.47945955850778,240.38931656807978,55379
2025-07-04,239.18604025214378,240.3563843370537,237.8410732299683,239.94239099742808,88612
2025-07-05,239.9481382760146,244.3861525329442,235.96034277282865,241.37039198561226,47650
2025-07-06,241.67029435051683,243.54361278316594,240.11848455589896,242.31686723475934,56881
2025-07-07,241.08966140583124,244.1176874796555,238.81356066042224,242.17120940944562,56413
2025-07-08,242.16476360838138,243.60823229223487,240.4195192737683,240.4776219733088,16012
2025-07-09,238.32956728088652,240.10793086321127,237.08569308496428,237.44792752393707,60115
2025-07-10,236.5469249784864,240.15012714572427,234.58445719645297,236.55489761980303,17151
2025-07-11,239.74763934734,241.23324792545588,235.86800103486433,238.26769520844996,67716
2025-07-12,238.773251004358,241.60527420584248,235.69577995611385,238.69588269671038,46378
2025-07-13,235.34312093795813,238.58465715028188,233.8848080444116,236.2044051392864,52652
2025-07-14,238.07389106825843,241.39224689507168,233.07585756035604,236.55076699098876,82430
2025-07-15,237.86031179413112,242.54446049075491,233.02078976450042,237.32140175044646,23467
2025-07-16,234.51644072371772,239.21654736409542,230.61718577925097,235.55368687804418,41010
2025-07-17,235.67079841185162,236.935838982889,235.47270428510984,235.86113708993523,64691
2025-07-18,235.10193627344248,236.13347020213365,232.69940153715334,235.97755452682722,74157
2025-07-19,232.30881420020165,235.00293415266512,231.78416330811078,233.691613931166,22289
2025-07-20,235.3333661993942,238.30875585289547,233.19696357254992,234.40718865186255,54976
2025-07-21,237.43817434506917,237.69530341249043,230.5954447382633,235.52875770459903,53596
2025-07-22,236.29629261713043,240.17669142695576,235.58381490262286,237.69486019094958,33171
2025-07-23,240.36543353170995,243.3496477762944,237.3080235277626,239.80246429501938,96365
2025-07-24,236.39648298998338,238.71834501319,233.3057043183928,237.0471255591052,54139
2025-07-25,234.68435009551027,239.02603649800406,231.17202524278974,235.17147547927496,58713
2025-07-26,235.6091520894534,236.73453727936115,232.81090867201883,236.20154601369228,39734
2025-07-27,236.36512714583688,237.60480682419575,236.31627290874096,237.2291179155167,82588
2025-07-28,238.30773491607363,241.94867869709165,236.62690674690884,238.2592132881288,73646
2025-07-29,245.1337261530272,248.44213285046922,242.54516793610364,245.96467626943823,13654
2025-07-30,247.37691411660438,250.81892609874305,246.6671247951004,247.10645729082455,99022
2025-07-31,249.32735046173661,251.5517252642045,247.5742158056907,249.37758857118575,28743
2025-08-01,251.04664405130578,252.5176022643677,250.88062850734894,251.28559209817217,58368
2025-08-02,251.68081093874216,256.68388618915475,251.28791845296706,252.58837460078377,84172
2025-08-03,251.38106478093474,255.95491550634796,249.39644839992675,251.95783611150307,16441
2025-08-04,254.23116577831536,257.70464813258747,252.8121957822743,253.4757745524896,34611
2025-08-05,252.43104131103883,253.79176699718863,249.09241988210667,251.93012412341446,22149
2025-08-06,250.47893166513592,254.4076402442799,247.0316068194496,251.45648690993445,69189
2025-08-07,250.58509211970545,252.38996160440558,246.48282631873082,250.48575981427624,31675
2025-08-08,251.40089521642065,251.85880558305382,249.64875687182482,250.64950809304887,81031
2025-08-09,253.6094199452745,259.8653931037071,252.77200703397915,255.2788252263959,52668
2025-08-10,252.08765503359234,252.77174818818716,251.0214556395404,251.5442948412124,23673
2025-08-11,252.2541914630156,257.66800199106547,249.0720402152974,252.91681522196143,86666
2025-08-12,250.2619821481753,252.49201101296507,246.15900484714763,249.69138347958213,98204
2025-08-13,247.98426059146075,249.67318439219636,247.82632986733253,248.74751974800327,90758
2025-08-14,249.1205388412735,253.6349256788298,244.43947761005504,250.925420941938,75429
2025-08-15,249.42643854224576,255.41871015951097,249.1665821239884,251.05398098012893,33669
2025-08-16,248.9465763709317,252.6077008029795,246.19200974776496,248.8984914242703,44068
2025-08-17,247.72760650747185,251.76041224677908,243.92258140849577,247.46788400575036,98789
2025-08-18,247.92276287851533,252.12099633717332,243.5679172597849,248.82707950361973,19435
2025-08-19,248.0049386989628,251.46632152155206,243.7959115795233,247.36634624018544,62249
2025-08-20,246.13774335708044,252.045241677176,242.12910294173147,247.7992634193494,47384
2025-08-21,247.8243273005097,249.13874714345295,246.12707633779567,247.89040709915702,91929
2025-08-22,245.37619020418293,249.03433122216111,241.30206463545036,246.5872064039454,86153
2025-08-23,250.22325847479388,251.98114179169406,249.8226842428705,250.87509458259603,85388
2025-08-24,252.19033129854847,257.1286713385317,247.66884934692942,252.14293262723206,41401
2025-08-25,247.23223408863288,252.8129441523499,244.49427220786419,248.09264745391684,81831
2025-08-26,248.0810005392259,248.66269014029825,243.99451168941343,248.4655560834557,44084
2025-08-27,248.14827596313336,251.6761518257118,244.88039173132742,247.14198315391891,65826
2025-08-28,248.26995795398824,253.47309141058972,245.05206947800562,248.84684982351138,46451
2025-08-29,248.09750045871112,249.0003771843478,244.62979504196542,247.26180834664598,17227
2025-08-30,245.90262860905455,249.87206161647532,242.2446810002779,247.03233546371217,41910
2025-08-31,248.57211419958838,253.1495556875286,247.63416011152015,248.0423100216731,46041
2025-09-01,251.21538903067125,251.38511892360023,249.47205999006053,249.77382041001334,98920
2025-09-02,244.90158309577447,250.86032893213596,243.66606692572373,247.37322759590177,75681
2025-09-03,245.9073298687494,248.19097016108262,245.10960646818347,246.70422512421987,91571
2025-09-04,246.33140662907851,250.95338760596115,241.39541666893697,245.75433450189797,75481
2025-09-05,244.24463065070756,249.3029672625774,243.14856071391733,244.44767603675055,78576
2025-09-06,248.34973039068407,253.07106283625123,243.0992582382171,247.97858451731275,74174
2025-09-07,248.18456275251884,251.15961902252198,246.50008379366332,248.78854793923466,36160
2025-09-08,246.35336981803746,250.66358307298404,245.35619045212107,246.26678003056458,27633
2025-09-09,247.94682668928203,252.32525091734948,243.99833415356963,248.10250392467412,27014
2025-09-10,253.5145983803592,255.11010074657545,249.053277441195,252.34681631869938,90532
2025-09-11,254.66616768310288,258.8107450538563,251.920768257536,254.41174683980168,59104
2025-09-12,251.71060956996885,251.8956477435463,248.5961891532055,251.37300690789365,51621
2025-09-13,249.99266179603867,253.3858881545714,246.39665290467735,250.40453876216114,87231
2025-09-14,252.4507548364619,254.0884052469729,251.30848112980541,252.9383610605344,78388
2025-09-15,251.09046394147722,252.12585655818322,246.1087943611935,251.52302212929683,26014
2025-09-16,252.8051131279676,253.18987913611363,247.53669517485537,252.4106609855893,43755
2025-09-17,253.5389446116277,257.4413729718387,250.28731617989303,253.95992909244796,50390
2025-09-18,252.3958430061882,254.09521782502853,251.10835589464605,252.1060681492918,33711
2025-09-19,254.06241823581362,257.6862520934574,248.58587622501173,251.9870174371682,67993
2025-09-20,246.37560746046174,246.70238916445646,245.14349071213417,245.50448275703005,84696
2025-09-21,243.12968394219362,245.03215916351454,242.9764214311646,243.45570747436147,37213
2025-09-22,244.1517850937391,246.8492415556158,241.66215672901907,242.95057117157515,67784
2025-09-23,240.0469294346239,244.40862063184028,237.73381465092731,240.45500480764545,17421
2025-09-24,241.68170288033087,245.31358993016906,237.34034035328898,243.71982741550872,96936
2025-09-25,239.85145834867004,243.9890015417725,236.2156129998385,240.85954465958744,27727
2025-09-26,238.10866376516762,244.40934442737444,234.3951311591677,239.9794556861935,14358
2025-09-27,239.88942335672436,243.3202527816772,237.76195668448398,240.24093684076567,75108
2025-09-28,243.14190179808745,244.30669917185563,241.3938084561631,243.1234834188979,42117
2025-09-29,241.92819642881432,242.05020033659702,238.39656530161602,240.25175911653903,98700
2025-09-30,242.9050139946131,247.25550836411776,237.63983880216867,242.57808662084895,41910
2025-10-01,242.37945221407924,242.70489979714003,242.17890625701682,242.5985527428881,65754
2025-10-02,241.4649410219757,245.8384493853967,236.30037796017996,240.6355354407922,72438
2025-10-03,239.34860708031087,244.2044280594548,236.4552300374489,241.55974238931876,39371
2025-10-04,242.19347633857427,246.88881483113875,239.76478468451774,241.9578617804657,61501
2025-10-05,241.52829322003507,245.52220939890339,237.1311397240724,240.7574280261481,70946
2025-10-06,239.4184459503483,245.88670274879485,236.9851012432248,240.89703219612815,48467
2025-10-07,241.27015904561156,243.02371812287012,235.75928881199633,240.12640500240462,27625
2025-10-08,240.69193610040153,244.52787754505718,235.84993037285085,240.35343969290713,43893
2025-10-09,241.2624131280484,243.68735560999542,239.1538084936811,241.6777010419492,86329
2025-10-10,245.4825165403462,247.88189464186576,243.46559568806467,244.84973467423993,41007
2025-10-11,244.64479653439062,247.78232385048247,239.4123520336194,242.37410367658623,49532
2025-10-12,246.82203668095727,251.19042225188898,242.07835369781532,246.64017042589876,64253
2025-10-13,242.9842154131541,247.90463275915056,241.68268388182543,242.73599482685376,22323
2025-10-14,241.9730637372423,246.27379170610516,238.8582308194249,242.43242463678257,83379
2025-10-15,242.75921468028693,245.69789296058838,239.60141357982434,243.60905904975172,24210
2025-10-16,245.00137860176605,247.1081636131514,240.5054776731454,244.1710427852218,26456
2025-10-17,242.06955991967175,246.61355525352505,241.41172149403545,242.9256437455806,41367
2025-10-18,242.58096548208545,243.77485121092695,238.9302744214556,242.50939924486605,64624
2025-10-19,241.0457399287833,242.07576794120538,236.50057732545508,241.5233973755484,20106
2025-10-20,240.82364768740635,242.59675847561024,239.44625231730873,240.34466786165996,78008
2025-10-21,242.37753416098897,243.8137291192594,240.85615543108264,242.04387205570202,82240
2025-10-22,243.79544297189003,245.27698357416998,237.90092755742393,242.75790302763212,74315
2025-10-23,240.86206743825605,242.54012259236035,239.9571826747086,241.3720838371108,79249
2025-10-24,242.90140865268395,243.38174953615913,238.62948318583605,243.1712835879773,80587
2025-10-25,242.80711891394822,243.87525230339762,240.34572963170805,243.78588262973054,20756
2025-10-26,244.96731360733233,250.35021881608859,243.73115823531646,245.41160686740844,78011
2025-10-27,247.04816504430053,249.18703071297983,242.31711504489311,246.67086455125568,46378
